Universidad,Curso,Genero,Valor
Politécnica de Madrid, "1989-1990", Mujeres, 1631
Politécnica de Madrid, "1988-1989", Total, 5441
Politécnica de Madrid, "1988-1989", Mujeres, 1653
Politécnica de Madrid, "1987-1988", Total, 5293
Politécnica de Madrid, "1987-1988", Mujeres, 1583
Politécnica de Madrid, "1986-1987", Total, 5178
Politécnica de Madrid, "1986-1987", Mujeres, 1583
Politécnica de Madrid, "1985-1986", Total, 5308
Politécnica de Madrid, "1985-1986", Mujeres, 1633
Pompeu Fabra, "2016-2017", Total, 559
Pompeu Fabra, "2016-2017", Mujeres, 65
Pompeu Fabra, "2015-2016", Total, 483
Pompeu Fabra, "2015-2016", Mujeres, 55
Pompeu Fabra, "2014-2015", Total, 332
Pompeu Fabra, "2014-2015", Mujeres, 36
Pompeu Fabra, "2013-2014", Total, 300
Pompeu Fabra, "2013-2014", Mujeres, 29
Pompeu Fabra, "2012-2013", Total, 311
Pompeu Fabra, "2012-2013", Mujeres, 32
Pompeu Fabra, "2011-2012", Total, 345
Pompeu Fabra, "2011-2012", Mujeres, 38
Pompeu Fabra, "2010-2011", Total, 376
Pompeu Fabra, "2010-2011", Mujeres, 33
Pompeu Fabra, "2009-2010", Total, 399
Pompeu Fabra, "2009-2010", Mujeres, 32
Pompeu Fabra, "2008-2009", Total, 413
Pompeu Fabra, "2008-2009", Mujeres, 32
Pompeu Fabra, "2007-2008", Total, 427
Pompeu Fabra, "2007-2008", Mujeres, 30
Pompeu Fabra, "2006-2007", Total, 439
Pompeu Fabra, "2006-2007", Mujeres, 40
Pompeu Fabra, "2005-2006", Total, 475
Pompeu Fabra, "2005-2006", Mujeres, 59
Pompeu Fabra, "2004-2005", Total, 468
Pompeu Fabra, "2004-2005", Mujeres, 60
Pompeu Fabra, "2003-2004", Total, 411
Pompeu Fabra, "2003-2004", Mujeres, 53
Pompeu Fabra, "2002-2003", Total, 367
Pompeu Fabra, "2002-2003", Mujeres, 48
Pompeu Fabra, "2001-2002", Total, 297
Pompeu Fabra, "2001-2002", Mujeres, 39
Pompeu Fabra, "2000-2001", Total, 195
Pompeu Fabra, "2000-2001", Mujeres, 29
Pompeu Fabra, "1999-2000", Total, 89
Pompeu Fabra, "1999-2000", Mujeres, 13
Pública de Navarra, "2016-2017", Total, 313
Pública de Navarra, "2016-2017", Mujeres, 52
Pública de Navarra, "2015-2016", Total, 295
Pública de Navarra, "2015-2016", Mujeres, 50
Pública de Navarra, "2014-2015", Total, 306
Pública de Navarra, "2014-2015", Mujeres, 44
Pública de Navarra, "2013-2014", Total, 321
Pública de Navarra, "2013-2014", Mujeres, 45
Pública de Navarra, "2012-2013", Total, 372
Pública de Navarra, "2012-2013", Mujeres, 69
Pública de Navarra, "2011-2012", Total, 345
Pública de Navarra, "2011-2012", Mujeres, 57
Pública de Navarra, "2010-2011", Total, 355
Pública de Navarra, "2010-2011", Mujeres, 70
Pública de Navarra, "2009-2010", Total, 322
Pública de Navarra, "2009-2010", Mujeres, 70
Pública de Navarra, "2008-2009", Total, 319
Pública de Navarra, "2008-2009", Mujeres, 79
Pública de Navarra, "2007-2008", Total, 291
Pública de Navarra, "2007-2008", Mujeres, 71
Pública de Navarra, "2006-2007", Total, 277
Pública de Navarra, "2006-2007", Mujeres, 74
Pública de Navarra, "2005-2006", Total, 246
Pública de Navarra, "2005-2006", Mujeres, 66
Pública de Navarra, "2004-2005", Total, 203
Pública de Navarra, "2004-2005", Mujeres, 57
Pública de Navarra, "2003-2004", Total, 148
Pública de Navarra, "2003-2004", Mujeres, 50
Pública de Navarra, "2002-2003", Total, 102
Pública de Navarra, "2002-2003", Mujeres, 35
Pública de Navarra, "2001-2002", Total, 53
Pública de Navarra, "2001-2002", Mujeres, 14
Rey Juan Carlos, "2016-2017", Total, 1281
Rey Juan Carlos, "2016-2017", Mujeres, 178
Rey Juan Carlos, "2015-2016", Total, 1134
Rey Juan Carlos, "2015-2016", Mujeres, 164
Rey Juan Carlos, "2014-2015", Total, 1093
Rey Juan Carlos, "2014-2015", Mujeres, 163
Rey Juan Carlos, "2013-2014", Total, 1104
Rey Juan Carlos, "2013-2014", Mujeres, 170
Rey Juan Carlos, "2012-2013", Total, 1121
Rey Juan Carlos, "2012-2013", Mujeres, 187
Rey Juan Carlos, "2011-2012", Total, 1232
Rey Juan Carlos, "2011-2012", Mujeres, 216
Rey Juan Carlos, "2010-2011", Total, 1303
Rey Juan Carlos, "2010-2011", Mujeres, 216
Rey Juan Carlos, "2009-2010", Total, 1405
Rey Juan Carlos, "2009-2010", Mujeres, 240
Rey Juan Carlos, "2008-2009", Total, 1497
Rey Juan Carlos, "2008-2009", Mujeres, 267
Rey Juan Carlos, "2007-2008", Total, 1548
Rey Juan Carlos, "2007-2008", Mujeres, 277
Rey Juan Carlos, "2006-2007", Total, 1589
Rey Juan Carlos, "2006-2007", Mujeres, 284
Rey Juan Carlos, "2005-2006", Total, 1549
Rey Juan Carlos, "2005-2006", Mujeres, 278
Rey Juan Carlos, "2004-2005", Total, 1437
Rey Juan Carlos, "2004-2005", Mujeres, 264
Rey Juan Carlos, "2003-2004", Total, 1342
Rey Juan Carlos, "2003-2004", Mujeres, 246
Rey Juan Carlos, "2002-2003", Total, 1151
Rey Juan Carlos, "2002-2003", Mujeres, 219
Rey Juan Carlos, "2001-2002", Total, 937
Rey Juan Carlos, "2001-2002", Mujeres, 491
Rey Juan Carlos, "2000-2001", Total, 687
Rey Juan Carlos, "2000-2001", Mujeres, 356
Rey Juan Carlos, "1999-2000", Total, 533
Rey Juan Carlos, "1999-2000", Mujeres, 89
Rey Juan Carlos, "1998-1999", Total, 335
Rey Juan Carlos, "1998-1999", Mujeres, 52
Rey Juan Carlos, "1997-1998", Total, 147
Rey Juan Carlos, "1997-1998", Mujeres, 20
Rovira i Virgili, "2016-2017", Total, 343
Rovira i Virgili, "2016-2017", Mujeres, 35
Rovira i Virgili, "2015-2016", Total, 303
Rovira i Virgili, "2015-2016", Mujeres, 29
Rovira i Virgili, "2014-2015", Total, 303
Rovira i Virgili, "2014-2015", Mujeres, 20
Rovira i Virgili, "2013-2014", Total, 304
Rovira i Virgili, "2013-2014", Mujeres, 22
Rovira i Virgili, "2012-2013", Total, 319
Rovira i Virgili, "2012-2013", Mujeres, 29
Rovira i Virgili, "2011-2012", Total, 400
Rovira i Virgili, "2011-2012", Mujeres, 46
Rovira i Virgili, "2010-2011", Total, 441
Rovira i Virgili, "2010-2011", Mujeres, 57
Rovira i Virgili, "2009-2010", Total, 518
Rovira i Virgili, "2009-2010", Mujeres, 70
Rovira i Virgili, "2008-2009", Total, 572
Rovira i Virgili, "2008-2009", Mujeres, 84
Rovira i Virgili, "2007-2008", Total, 603
Rovira i Virgili, "2007-2008", Mujeres, 95
Rovira i Virgili, "2006-2007", Total, 746
Rovira i Virgili, "2006-2007", Mujeres, 127
Rovira i Virgili, "2005-2006", Total, 831
Rovira i Virgili, "2005-2006", Mujeres, 175
Rovira i Virgili, "2004-2005", Total, 988
Rovira i Virgili, "2004-2005", Mujeres, 508
Rovira i Virgili, "2003-2004", Total, 995
Rovira i Virgili, "2003-2004", Mujeres, 557
Rovira i Virgili, "2002-2003", Total, 1008
Rovira i Virgili, "2002-2003", Mujeres, 177
Rovira i Virgili, "2001-2002", Total, 764
Rovira i Virgili, "2001-2002", Mujeres, 426
Rovira i Virgili, "2000-2001", Total, 764
Rovira i Virgili, "2000-2001", Mujeres, 426
Rovira i Virgili, "1999-2000", Total, 914
Rovira i Virgili, "1999-2000", Mujeres, 491
Rovira i Virgili, "1998-1999", Total, 837
Rovira i Virgili, "1998-1999", Mujeres, 153
Rovira i Virgili, "1997-1998", Total, 777
Rovira i Virgili, "1997-1998", Mujeres, 147
Rovira i Virgili, "1996-1997", Total, 758
Rovira i Virgili, "1996-1997", Mujeres, 149
Rovira i Virgili, "1995-1996", Total, 695
Rovira i Virgili, "1995-1996", Mujeres, 144
Rovira i Virgili, "1994-1995", Total, 637
Rovira i Virgili, "1994-1995", Mujeres, 144
Rovira i Virgili, "1993-1994", Total, 554
Rovira i Virgili, "1993-1994", Mujeres, 91
Rovira i Virgili, "1992-1993", Total, 464
Rovira i Virgili, "1992-1993", Mujeres, 79
Salamanca, "2016-2017", Total, 747
Salamanca, "2016-2017", Mujeres, 103
Salamanca, "2015-2016", Total, 727
Salamanca, "2015-2016", Mujeres, 107
Salamanca, "2014-2015", Total, 799
Salamanca, "2014-2015", Mujeres, 133
Salamanca, "2013-2014", Total, 832
Salamanca, "2013-2014", Mujeres, 145
Salamanca, "2012-2013", Total, 890
Salamanca, "2012-2013", Mujeres, 166
Salamanca, "2011-2012", Total, 972
Salamanca, "2011-2012", Mujeres, 166
Salamanca, "2010-2011", Total, 913
Salamanca, "2010-2011", Mujeres, 161
Salamanca, "2009-2010", Total, 919
Salamanca, "2009-2010", Mujeres, 169
Salamanca, "2008-2009", Total, 952
Salamanca, "2008-2009", Mujeres, 177
Salamanca, "2007-2008", Total, 934
Salamanca, "2007-2008", Mujeres, 189
Salamanca, "2006-2007", Total, 966
Salamanca, "2006-2007", Mujeres, 208
Salamanca, "2005-2006", Total, 929
Salamanca, "2005-2006", Mujeres, 214
Salamanca, "2004-2005", Total, 906
Salamanca, "2004-2005", Mujeres, 224
Salamanca, "2003-2004", Total, 789
Salamanca, "2003-2004", Mujeres, 191
Salamanca, "2002-2003", Total, 712
Salamanca, "2002-2003", Mujeres, 161
Salamanca, "2001-2002", Total, 645
Salamanca, "2001-2002", Mujeres, 147
Salamanca, "2000-2001", Total, 615
Salamanca, "2000-2001", Mujeres, 142
Salamanca, "1999-2000", Total, 498
Salamanca, "1999-2000", Mujeres, 120
Salamanca, "1998-1999", Total, 495
Salamanca, "1998-1999", Mujeres, 123
Salamanca, "1997-1998", Total, 454
Salamanca, "1997-1998", Mujeres, 125
Salamanca, "1996-1997", Total, 418
Salamanca, "1996-1997", Mujeres, 118
Salamanca, "1995-1996", Total, 411
Salamanca, "1995-1996", Mujeres, 119
Salamanca, "1994-1995", Total, 400
Salamanca, "1994-1995", Mujeres, 131
Salamanca, "1993-1994", Total, 375
Salamanca, "1993-1994", Mujeres, 135
Salamanca, "1992-1993", Total, 330
Salamanca, "1992-1993", Mujeres, 115
Salamanca, "1991-1992", Total, 278
Salamanca, "1991-1992", Mujeres, 95
Salamanca, "1990-1991", Total, 191
Salamanca, "1990-1991", Mujeres, 64
Salamanca, "1989-1990", Total, 100
Salamanca, "1989-1990", Mujeres, 32
Santiago de Compostela, "2016-2017", Total, 320
Santiago de Compostela, "2016-2017", Mujeres, 42
Santiago de Compostela, "2015-2016", Total, 335
Santiago de Compostela, "2015-2016", Mujeres, 41
Santiago de Compostela, "2014-2015", Total, 343
Santiago de Compostela, "2014-2015", Mujeres, 41
Santiago de Compostela, "2013-2014", Total, 340
Santiago de Compostela, "2013-2014", Mujeres, 44
Santiago de Compostela, "2012-2013", Total, 324
Santiago de Compostela, "2012-2013", Mujeres, 52
Santiago de Compostela, "2011-2012", Total, 316
Santiago de Compostela, "2011-2012", Mujeres, 46
Santiago de Compostela, "2010-2011", Total, 309
Santiago de Compostela, "2010-2011", Mujeres, 45
Santiago de Compostela, "2009-2010", Total, 305
Santiago de Compostela, "2009-2010", Mujeres, 60
Santiago de Compostela, "2008-2009", Total, 247
Santiago de Compostela, "2008-2009", Mujeres, 57
Santiago de Compostela, "2007-2008", Total, 220
Santiago de Compostela, "2007-2008", Mujeres, 47
Santiago de Compostela, "2006-2007", Total, 191
Santiago de Compostela, "2006-2007", Mujeres, 39
Santiago de Compostela, "2005-2006", Total, 150
Santiago de Compostela, "2005-2006", Mujeres, 30
Santiago de Compostela, "2004-2005", Total, 99
Santiago de Compostela, "2004-2005", Mujeres, 22
Santiago de Compostela, "2003-2004", Total, 57
Santiago de Compostela, "2003-2004", Mujeres, 13
Santiago de Compostela, "1988-1989", Total, 722
Santiago de Compostela, "1988-1989", Mujeres, 213
Santiago de Compostela, "1987-1988", Total, 492
Santiago de Compostela, "1987-1988", Mujeres, 157
Santiago de Compostela, "1986-1987", Total, 210
Santiago de Compostela, "1986-1987", Mujeres, 70
Sevilla, "2016-2017", Total, 1698
Sevilla, "2016-2017", Mujeres, 195
Sevilla, "2015-2016", Total, 1751
Sevilla, "2015-2016", Mujeres, 209
Sevilla, "2014-2015", Total, 1871
Sevilla, "2014-2015", Mujeres, 241
Sevilla, "2013-2014", Total, 2015
Sevilla, "2013-2014", Mujeres, 270
Sevilla, "2012-2013", Total, 2158
Sevilla, "2012-2013", Mujeres, 306
Sevilla, "2011-2012", Total, 2403
Sevilla, "2011-2012", Mujeres, 331
Sevilla, "2010-2011", Total, 2591
Sevilla, "2010-2011", Mujeres, 394
Sevilla, "2009-2010", Total, 2846
Sevilla, "2009-2010", Mujeres, 415
Sevilla, "2008-2009", Total, 3061
Sevilla, "2008-2009", Mujeres, 463
Sevilla, "2007-2008", Total, 3246
Sevilla, "2007-2008", Mujeres, 477
Sevilla, "2006-2007", Total, 3448
Sevilla, "2006-2007", Mujeres, 545
Sevilla, "2005-2006", Total, 3572
Sevilla, "2005-2006", Mujeres, 600
Sevilla, "2004-2005", Total, 3533
Sevilla, "2004-2005", Mujeres, 576
Sevilla, "2003-2004", Total, 3457
Sevilla, "2003-2004", Mujeres, 561
Sevilla, "2002-2003", Total, 3290
Sevilla, "2002-2003", Mujeres, 580
Sevilla, "2001-2002", Total, 3075
Sevilla, "2001-2002", Mujeres, 539
Sevilla, "2000-2001", Total, 3132
Sevilla, "2000-2001", Mujeres, 524
Sevilla, "1999-2000", Total, 2734
Sevilla, "1999-2000", Mujeres, 429
Sevilla, "1998-1999", Total, 2439
Sevilla, "1998-1999", Mujeres, 389
Sevilla, "1997-1998", Total, 2143
Sevilla, "1997-1998", Mujeres, 376
Sevilla, "1996-1997", Total, 2072
Sevilla, "1996-1997", Mujeres, 384
Sevilla, "1995-1996", Total, 1986
Sevilla, "1995-1996", Mujeres, 395
Sevilla, "1994-1995", Total, 1974
Sevilla, "1994-1995", Mujeres, 414
Sevilla, "1993-1994", Total, 1769
Sevilla, "1993-1994", Mujeres, 379
Sevilla, "1992-1993", Total, 2389
Sevilla, "1992-1993", Mujeres, 525
Sevilla, "1991-1992", Total, 2064
Sevilla, "1991-1992", Mujeres, 458
Sevilla, "1990-1991", Total, 2001
Sevilla, "1990-1991", Mujeres, 473
Sevilla, "1989-1990", Total, 1973
Sevilla, "1989-1990", Mujeres, 454
Sevilla, "1988-1989", Total, 1348
Sevilla, "1988-1989", Mujeres, 301
Sevilla, "1987-1988", Total, 985
Sevilla, "1987-1988", Mujeres, 266
Sevilla, "1986-1987", Total, 728
Sevilla, "1986-1987", Mujeres, 216
Unis sin UNED, 2016-2017, Total, 35319
Unis sin UNED, 2016-2017, Mujeres, 4254
Unis sin UNED, 2015-2016, Total, 34810
Unis sin UNED, 2015-2016, Mujeres, 4285
Unis sin UNED, 2014-2015, Total, 35724
Unis sin UNED, 2014-2015, Mujeres, 4645
Unis sin UNED, 2013-2014, Total, 37566
Unis sin UNED, 2013-2014, Mujeres, 5034
Unis sin UNED, 2012-2013, Total, 38605
Unis sin UNED, 2012-2013, Mujeres, 5452
Unis sin UNED, 2011-2012, Total, 42200
Unis sin UNED, 2011-2012, Mujeres, 6160
Unis sin UNED, 2010-2011, Total, 43359
Unis sin UNED, 2010-2011, Mujeres, 6646
Unis sin UNED, 2009-2010, Total, 46017
Unis sin UNED, 2009-2010, Mujeres, 7295
Unis sin UNED, 2008-2009, Total, 49784
Unis sin UNED, 2008-2009, Mujeres, 8177
Unis sin UNED, 2007-2008, Total, 54158
Unis sin UNED, 2007-2008, Mujeres, 9316
Unis sin UNED, 2006-2007, Total, 60286
Unis sin UNED, 2006-2007, Mujeres, 10986
Unis sin UNED, 2005-2006, Total, 64782
Unis sin UNED, 2005-2006, Mujeres, 12047
Unis sin UNED, 2004-2005, Total, 67484
Unis sin UNED, 2004-2005, Mujeres, 13427
Unis sin UNED, 2003-2004, Total, 68347
Unis sin UNED, 2003-2004, Mujeres, 13973
Unis sin UNED, 2002-2003, Total, 67233
Unis sin UNED, 2002-2003, Mujeres, 13936
Unis sin UNED, 2001-2002, Total, 63703
Unis sin UNED, 2001-2002, Mujeres, 14031
Unis sin UNED, 2000-2001, Total, 61139
Unis sin UNED, 2000-2001, Mujeres, 13194
Unis sin UNED, 1999-2000, Total, 58715
Unis sin UNED, 1999-2000, Mujeres, 14543
Unis sin UNED, 1998-1999, Total, 56474
Unis sin UNED, 1998-1999, Mujeres, 14244
Unis sin UNED, 1997-1998, Total, 55247
Unis sin UNED, 1997-1998, Mujeres, 12491
Unis sin UNED, 1996-1997, Total, 53067
Unis sin UNED, 1996-1997, Mujeres, 12123
Unis sin UNED, 1995-1996, Total, 50996
Unis sin UNED, 1995-1996, Mujeres, 12069
Unis sin UNED, 1994-1995, Total, 48428
Unis sin UNED, 1994-1995, Mujeres, 12037
Unis sin UNED, 1993-1994, Total, 45126
Unis sin UNED, 1993-1994, Mujeres, 10575
Unis sin UNED, 1992-1993, Total, 40824
Unis sin UNED, 1992-1993, Mujeres, 10070
Unis sin UNED, 1991-1992, Total, 38680
Unis sin UNED, 1991-1992, Mujeres, 9692
Unis sin UNED, 1990-1991, Total, 34838
Unis sin UNED, 1990-1991, Mujeres, 9468
Unis sin UNED, 1989-1990, Total, 31276
Unis sin UNED, 1989-1990, Mujeres, 8584
Unis sin UNED, 1988-1989, Total, 27951
Unis sin UNED, 1988-1989, Mujeres, 7811
Unis sin UNED, 1987-1988, Total, 24118
Unis sin UNED, 1987-1988, Mujeres, 7171
Unis sin UNED, 1986-1987, Total, 20748
Unis sin UNED, 1986-1987, Mujeres, 6265
Unis sin UNED, 1985-1986, Total, 17299
Unis sin UNED, 1985-1986, Mujeres, 5211
Univ. Públicas No Presenciales, "2016-2017", Total, 4538
Univ. Públicas No Presenciales, "2016-2017", Mujeres, 622
Univ. Públicas No Presenciales, "2015-2016", Total, 4699
Univ. Públicas No Presenciales, "2015-2016", Mujeres, 604
Univ. Públicas No Presenciales, "2014-2015", Total, 5295
Univ. Públicas No Presenciales, "2014-2015", Mujeres, 699
Univ. Públicas No Presenciales, "2013-2014", Total, 5452
Univ. Públicas No Presenciales, "2013-2014", Mujeres, 819
Univ. Públicas No Presenciales, "2012-2013", Total, 5876
Univ. Públicas No Presenciales, "2012-2013", Mujeres, 885
Univ. Públicas No Presenciales, "2011-2012", Total, 7065
Univ. Públicas No Presenciales, "2011-2012", Mujeres, 1092
Univ. Públicas No Presenciales, "2010-2011", Total, 7697
Univ. Públicas No Presenciales, "2010-2011", Mujeres, 1168
Univ. Públicas No Presenciales, "2009-2010", Total, 8458
Univ. Públicas No Presenciales, "2009-2010", Mujeres, 1316
Univ. Públicas No Presenciales, "2008-2009", Total, 10113
Univ. Públicas No Presenciales, "2008-2009", Mujeres, 1646
Univ. Públicas No Presenciales, "2007-2008", Total, 10234
Univ. Públicas No Presenciales, "2007-2008", Mujeres, 1633
Univ. Públicas No Presenciales, "2006-2007", Total, 11594
Univ. Públicas No Presenciales, "2006-2007", Mujeres, 1922
Univ. Públicas No Presenciales, "2005-2006", Total, 13330
Univ. Públicas No Presenciales, "2005-2006", Mujeres, 2367
Univ. Públicas No Presenciales, "2004-2005", Total, 15008
Univ. Públicas No Presenciales, "2004-2005", Mujeres, 2780
Univ. Públicas No Presenciales, "2003-2004", Total, 17443
Univ. Públicas No Presenciales, "2003-2004", Mujeres, 9401
Univ. Públicas No Presenciales, "2002-2003", Total, 30738
Univ. Públicas No Presenciales, "2002-2003", Mujeres, 16604
Univ. Públicas No Presenciales, "2001-2002", Total, 17393
Univ. Públicas No Presenciales, "2001-2002", Mujeres, 3405
Univ. Públicas No Presenciales, "2000-2001", Total, 18325
Univ. Públicas No Presenciales, "2000-2001", Mujeres, 3706
Univ. Públicas No Presenciales, "1999-2000", Total, 14597
Univ. Públicas No Presenciales, "1999-2000", Mujeres, 2715
Univ. Públicas No Presenciales, "1998-1999", Total, 9600
Univ. Públicas No Presenciales, "1998-1999", Mujeres, 1644
Univ. Públicas No Presenciales, "1997-1998", Total, 8322
Univ. Públicas No Presenciales, "1997-1998", Mujeres, 1395
Univ. Públicas No Presenciales, "1996-1997", Total, 7698
Univ. Públicas No Presenciales, "1996-1997", Mujeres, 1379
Univ. Públicas No Presenciales, "1995-1996", Total, 6232
Univ. Públicas No Presenciales, "1995-1996", Mujeres, 1145
Univ. Públicas No Presenciales, "1994-1995", Total, 3988
Univ. Públicas No Presenciales, "1994-1995", Mujeres, 735
Univ. Públicas No Presenciales, "1993-1994", Total, 2537
Univ. Públicas No Presenciales, "1993-1994", Mujeres, 454
Univ. Públicas Presenciales, "2016-2017", Total, 35319
Univ. Públicas Presenciales, "2016-2017", Mujeres, 4254
Univ. Públicas Presenciales, "2015-2016", Total, 34810
Univ. Públicas Presenciales, "2015-2016", Mujeres, 4285
Univ. Públicas Presenciales, "2014-2015", Total, 35724
Univ. Públicas Presenciales, "2014-2015", Mujeres, 4645
Univ. Públicas Presenciales, "2013-2014", Total, 37566
Univ. Públicas Presenciales, "2013-2014", Mujeres, 5034
Univ. Públicas Presenciales, "2012-2013", Total, 38605
Univ. Públicas Presenciales, "2012-2013", Mujeres, 5452
Univ. Públicas Presenciales, "2011-2012", Total, 42200
Univ. Públicas Presenciales, "2011-2012", Mujeres, 6160
Univ. Públicas Presenciales, "2010-2011", Total, 43359
Univ. Públicas Presenciales, "2010-2011", Mujeres, 6646
Univ. Públicas Presenciales, "2009-2010", Total, 46017
Univ. Públicas Presenciales, "2009-2010", Mujeres, 7295
Univ. Públicas Presenciales, "2008-2009", Total, 49784
Univ. Públicas Presenciales, "2008-2009", Mujeres, 8177
Univ. Públicas Presenciales, "2007-2008", Total, 54158
Univ. Públicas Presenciales, "2007-2008", Mujeres, 9316
Univ. Públicas Presenciales, "2006-2007", Total, 60286
Univ. Públicas Presenciales, "2006-2007", Mujeres, 10986
Univ. Públicas Presenciales, "2005-2006", Total, 64782
Univ. Públicas Presenciales, "2005-2006", Mujeres, 12047
Univ. Públicas Presenciales, "2004-2005", Total, 67484
Univ. Públicas Presenciales, "2004-2005", Mujeres, 13427
Univ. Públicas Presenciales, "2003-2004", Total, 68347
Univ. Públicas Presenciales, "2003-2004", Mujeres, 13973
Univ. Públicas Presenciales, "2002-2003", Total, 67233
Univ. Públicas Presenciales, "2002-2003", Mujeres, 13936
Univ. Públicas Presenciales, "2001-2002", Total, 63703
Univ. Públicas Presenciales, "2001-2002", Mujeres, 14031
Univ. Públicas Presenciales, "2000-2001", Total, 61139
Univ. Públicas Presenciales, "2000-2001", Mujeres, 13194
Univ. Públicas Presenciales, "1999-2000", Total, 58715
Univ. Públicas Presenciales, "1999-2000", Mujeres, 14543
Univ. Públicas Presenciales, "1998-1999", Total, 56474
Univ. Públicas Presenciales, "1998-1999", Mujeres, 14244
Univ. Públicas Presenciales, "1997-1998", Total, 55247
Univ. Públicas Presenciales, "1997-1998", Mujeres, 12491
Univ. Públicas Presenciales, "1996-1997", Total, 53067
Univ. Públicas Presenciales, "1996-1997", Mujeres, 12123
Univ. Públicas Presenciales, "1995-1996", Total, 50996
Univ. Públicas Presenciales, "1995-1996", Mujeres, 12069
Univ. Públicas Presenciales, "1994-1995", Total, 48428
Univ. Públicas Presenciales, "1994-1995", Mujeres, 12037
Univ. Públicas Presenciales, "1993-1994", Total, 45126
Univ. Públicas Presenciales, "1993-1994", Mujeres, 10575
Univ. Públicas Presenciales, "1992-1993", Total, 40824
Univ. Públicas Presenciales, "1992-1993", Mujeres, 10070
Univ. Públicas Presenciales, "1991-1992", Total, 38680
Univ. Públicas Presenciales, "1991-1992", Mujeres, 9692
Univ. Públicas Presenciales, "1990-1991", Total, 34838
Univ. Públicas Presenciales, "1990-1991", Mujeres, 9468
Univ. Públicas Presenciales, "1989-1990", Total, 31276
Univ. Públicas Presenciales, "1989-1990", Mujeres, 8584
Univ. Públicas Presenciales, "1988-1989", Total, 27951
Univ. Públicas Presenciales, "1988-1989", Mujeres, 7811
Univ. Públicas Presenciales, "1987-1988", Total, 24118
Univ. Públicas Presenciales, "1987-1988", Mujeres, 7171
Univ. Públicas Presenciales, "1986-1987", Total, 20748
Univ. Públicas Presenciales, "1986-1987", Mujeres, 6265
Univ. Públicas Presenciales, "1985-1986", Total, 17299
Univ. Públicas Presenciales, "1985-1986", Mujeres, 5211
Valladolid, "2016-2017", Total, 605
Valladolid, "2016-2017", Mujeres, 72
Valladolid, "2015-2016", Total, 606
Valladolid, "2015-2016", Mujeres, 70
Valladolid, "2014-2015", Total, 692
Valladolid, "2014-2015", Mujeres, 104
Valladolid, "2013-2014", Total, 649
Valladolid, "2013-2014", Mujeres, 103
Valladolid, "2012-2013", Total, 659
Valladolid, "2012-2013", Mujeres, 122
Valladolid, "2011-2012", Total, 728
Valladolid, "2011-2012", Mujeres, 139
Valladolid, "2010-2011", Total, 823
Valladolid, "2010-2011", Mujeres, 180
Valladolid, "2009-2010", Total, 937
Valladolid, "2009-2010", Mujeres, 188
Valladolid, "2008-2009", Total, 1061
Valladolid, "2008-2009", Mujeres, 220
Valladolid, "2007-2008", Total, 1246
Valladolid, "2007-2008", Mujeres, 281
Valladolid, "2006-2007", Total, 1448
Valladolid, "2006-2007", Mujeres, 344
Valladolid, "2005-2006", Total, 1590
Valladolid, "2005-2006", Mujeres, 390
Valladolid, "2004-2005", Total, 1662
Valladolid, "2004-2005", Mujeres, 407
Valladolid, "2003-2004", Total, 1646
Valladolid, "2003-2004", Mujeres, 421
Valladolid, "2002-2003", Total, 1610
Valladolid, "2002-2003", Mujeres, 434
Valladolid, "2001-2002", Total, 1592
Valladolid, "2001-2002", Mujeres, 442
Valladolid, "2000-2001", Total, 1330
Valladolid, "2000-2001", Mujeres, 363
Valladolid, "1999-2000", Total, 1355
Valladolid, "1999-2000", Mujeres, 373
Valladolid, "1998-1999", Total, 1387
Valladolid, "1998-1999", Mujeres, 396
Valladolid, "1997-1998", Total, 1626
Valladolid, "1997-1998", Mujeres, 575
Valladolid, "1996-1997", Total, 1291
Valladolid, "1996-1997", Mujeres, 378
Valladolid, "1995-1996", Total, 1278
Valladolid, "1995-1996", Mujeres, 371
Valladolid, "1994-1995", Total, 1223
Valladolid, "1994-1995", Mujeres, 362
Valladolid, "1993-1994", Total, 1176
Valladolid, "1993-1994", Mujeres, 335
Valladolid, "1992-1993", Total, 1111
Valladolid, "1992-1993", Mujeres, 351
Valladolid, "1991-1992", Total, 1294
Valladolid, "1991-1992", Mujeres, 309
Valladolid, "1990-1991", Total, 930
Valladolid, "1990-1991", Mujeres, 312
Valladolid, "1989-1990", Total, 756
Valladolid, "1989-1990", Mujeres, 252
Valladolid, "1988-1989", Total, 731
Valladolid, "1988-1989", Mujeres, 232
Valladolid, "1987-1988", Total, 645
Valladolid, "1987-1988", Mujeres, 245
Valladolid, "1986-1987", Total, 477
Valladolid, "1986-1987", Mujeres, 152
Valladolid, "1985-1986", Total, 298
Valladolid, "1985-1986", Mujeres, 94
València (Estudi General), "2016-2017", Total, 522
València (Estudi General), "2016-2017", Mujeres, 87
València (Estudi General), "2015-2016", Total, 522
València (Estudi General), "2015-2016", Mujeres, 76
València (Estudi General), "2014-2015", Total, 531
València (Estudi General), "2014-2015", Mujeres, 87
València (Estudi General), "2013-2014", Total, 517
València (Estudi General), "2013-2014", Mujeres, 87
València (Estudi General), "2012-2013", Total, 494
València (Estudi General), "2012-2013", Mujeres, 80
València (Estudi General), "2011-2012", Total, 467
València (Estudi General), "2011-2012", Mujeres, 72
València (Estudi General), "2010-2011", Total, 427
València (Estudi General), "2010-2011", Mujeres, 65
